Nr.;County;Locality;Address (str, nr.);Latitude;Longitude
1;AB;Alba Iulia;Bloc ANL - str. Arieşului, nr. 235, bl. E 1;46,084486;23,582668
2;AB;Alba Iulia;Spitalul Judeţean de Urgenţă Alba - B-dul. Revoluţiei, nr. 2;46,071409;23,557064
3;AB;Alba Iulia;S.C. SEWS-R SRL Romania - Str. Alexandru Ioan Cuza, nr. 28b;46,094252;23,60077
4;AB;Alba Iulia;S.C. SATURN S.A. - str. Cabanei, nr. 57;46,10831;23,584033
5;AB;Alba Iulia;Sucursala CEC Alba - Bd. Vladimirescu Tudor, nr. 20;46,075027;23,580172
6;AB;Alba Iulia;Direcţia pentru Agricultură Judeţeană Alba - str. Calea Moţilor nr. 112;46,077662;23,565842
7;AB;Alba Iulia;Direcția Sanitar Veterinară Alba, - str. Lalelelor, nr. 7A;46,063687;23,563915
8;AB;Blaj;S.C. Bosch Rexroth Blaj - Blaj, str. A. Vlaicu, nr. 2;46,171641;23,934022
9;AB;Sebeș;Bloc locuinţe - Sebeş, str. Lucian Blaga, nr. 53;45,956979;23,575226
10;AB;Sebeș;S.C. Kronospan S.A. Sebeş - str. M. Kogălniceanu, nr. 59;45,971416;23,548896
11;AB;Cîmpeni;Judecătoria Cîmpeni - str. Horea, nr. 12;46,364106;23,049565
12;AB;Oiejdea;S.C. Albalact S.A. Alba - D.N. 1, km. 392+600;46,161225;23,647809
13;AB;Sălciua;Sediul Primărie Sălciua - str. Principală, nr. 62;46,398619;23,419434
14;AB;Sîntimbru;S.C. Transavia S.A. - Sediu administrativ, str. Blajului, nr. 244D;46,133885;23,636197
15;AB;Valea Lungă;Sediul Primăriei Valea Lungă - str. Victoriei, nr. 328B;46,124107;24,036588
16;AG;Pitești;Str. Carol Davila nr.1;44,869806;24,844822
17;AG;Pitești;Str. Carol Davila nr.1;44,869806;24,844822
18;AG;Pitești;B-dul Republicii nr. 148;44,851811;24,880022
19;AG;Pitești;B-dul Republicii nr. 81;44,853281;24,876483
20;AG;Pitești;Str. Rahovei;44,856186;24,869191
21;AG;Pitești;B-dul Republicii nr. 90;44,855151;24,873704
22;AG;Pitești;Cartier Banat, bl. B8, sc. B;44,846945;24,87407
23;AG;Pitești;Str. Doctor Ștefan Odobleja nr. 1, bl. C7, sc. D;44,869389;24,855439
24;AG;Pitești;Str. Doctor Ștefan Odobleja nr. 1, bl. C7, sc. B;44,869225;24,855867
25;AG;Pitești;Str. Doctor Ștefan Odobleja nr. 1, bl. C7, sc. A;44,869072;24,856089
26;AG;Pitești;Piața Vasile Milea, nr. 4;44,854986;24,876153
27;AG;Pitești;Str. A.D. Xenopol, bl. A6, sc. G;44,848133;24,872286
28;AG;Pitești;Str. A.D. Xenopol, bl. A6, sc. H;44,848133;24,872286
29;AG;Pitești;Calea Craiovei, nr. 128, bl. 38, sc. A;44,846975;24,879933
30;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 13, bl. B18, sc. C;44,836489;24,904142
31;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 17, bl. B18, sc. B;44,836133;24,904839
32;AG;Pitești;Str. Horia, Cloșca și Crișan, bl. B16, sc. C;44,836161;24,905256
33;AG;Pitești;Str. Horia, Cloșca și Crișan, bl. B17, sc. B;44,836161;24,905256
34;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 15, bl. B17, sc. C;44,836608;24,903744
35;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 13, bl. B18, sc. D;44,836589;24,904122
36;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 11, bl. B19, sc. B;44,837247;24,903608
37;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 11, bl. B19, sc. C;44,837161;24,903439
38;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 6, bl. B24, sc. D;44,837639;24,901686
39;AG;Pitești;Str. Lânăriei, nr. 2, bl. B27, sc. B;44,839364;24,900433
40;AG;Pitești;Str. Lânăriei, nr. 2, bl. B27, sc. D;44,839181;24,900281
41;AG;Pitești;Str. Lânăriei, nr. 2, bl. B27, sc. E;44,839161;24,900178
42;AG;Pitești;Str. Smârdan nr. 42-44;44,845425;24,886094
43;AG;Pitești;B-dul Republicii, nr. 149-151;44,847053;24,887744
44;AG;Pitești;Str. Armand Călinescu, nr. 44;44,854728;24,871022
45;AG;Pitești;Str. Victoriei, nr. 18;44,857942;24,871578
46;AG;Pitești;Str. Vasile Pârvan, nr. 1;44,840344;24,877556
47;AG;Pitești;Str. Vasile Pârvan, nr. 1;44,840344;24,877556
48;AG;Pitești;Str. Vasile Pârvan, nr. 1;44,840344;24,877556
49;AG;Pitești;B-dul Petrochimiştilor, nr. 23;44,830911;24,909669
50;AG;Pitești;B-dul Petrochimiştilor, nr. 22;44,826272;24,913467
51;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 8, bl. B20, sc. D;44,836443;24,903346
52;AG;Pitești;Str. Horia, Cloșca și Crișan, nr. 8, bl. B20, sc. A;44,836442;24,903342
53;AG;Pitești;B-dul Petrochimiştilor, nr. 9, bl. B28, sc. A;44,838097;24,899194
54;AG;Pitești;B-dul Petrochimiştilor, nr. 9, bl. B28, sc. B;44,838078;24,899925
55;AG;Pitești;B-dul Petrochimiştilor, bl. B22, sc. C;44,836972;24,901571
56;AG;Pitești;B-dul Petrochimiştilor, bl. B22, sc. A;44,836969;24,901569
57;AG;Pitești;B-dul Petrochimiştilor, bl. B22, sc. B;44,836967;24,900875
58;AG;Pitești;B-dul Petrochimiştilor, bl. B21, sc. D;44,836167;24,901897
59;AG;Pitești;B-dul Petrochimiştilor, bl. B21, sc. E;44,836169;24,90165
60;AG;Pitești;B-dul Petrochimiştilor, bl. B21, sc. F;44,83645;24,901719
61;AG;Pitești;Str. Banat, nr. 15, bloc B3, sc. A;44,847029;24,87081
62;AG;Pitești;Str. Banat, nr. 10, bloc B4, sc. C;44,846935;24,871437
63;AG;Pitești;Str. Banat, bloc B1, sc. A;44,846026;24,872334
64;AG;Pitești;Str. Banat, bloc B2, sc. A;44,846681;24,871489
65;AG;Pitești;Str. Banat, bloc B9, sc. B;44,847428;24,873159
66;AG;Pitești;Str. Banat, bloc B14, sc. B;44,849445;24,868141
67;AG;Pitești;Str. A.D. Xenopol, bloc A6, sc. G;44,848263;24,872612
68;AG;Pitești;Str. A.D. Xenopol, bloc A6, sc. H;44,848098;24,872389
69;AG;Pitești;Str. A.D. Xenopol, bloc A4A, sc. B;44,847846;24,872186
70;AG;Pitești;Str. A.D. Xenopol, bloc A4A, sc. A;44,848014;24,872454
71;AG;Pitești;Str. Banat, bloc 7A, sc B;44,846805;24,873594
72;AG;Pitești;Str. I.C. Brătianu, bloc A10, sc. A;44,857496;24,87786
73;AG;Pitești;Str. I.C. Brătianu, bloc A2, sc. A;44,857624;24,876704
74;AG;Pitești;Str. I.C. Brătianu, bloc A4, sc. A;44,857934;24,876905
75;AG;Pitești;Str. I.C. Brătianu, bloc A9, sc. A;44,857561;24,877773
76;AG;Pitești;Str. I.C. Brătianu, bloc A8, sc. A;44,857444;24,877506
77;AG;Pitești;Str. Transilvania, nr. 1, bloc D3, sc. F;44,850041;24,869392
78;AG;Pitești;Str. Paltinului, nr. 20, bl. D14, sc. A;44,873278;24,839381
79;AG;Pitești;Str. Paltinului, nr. 20, bl. D14, sc. C;44,873358;24,839381
80;AG;Pitești;Str. Paltinului, nr. 20, bl. D14, sc. D;44,873925;24,839396
81;AG;Pitești;Str. Paltinului, bl. A37, sc. B;44,874614;24,839031
82;AG;Pitești;Str. Paltinului, bl. A37, sc. A;44,874819;24,839336
83;AG;Pitești;Str. Alunului, nr. 27, bl. C17, sc. C;44,873767;24,840903
84;AG;Pitești;Str. Alunului, nr. 27, bl. C17, sc. A;44,873336;24,841669
85;AG;Pitești;Str. Alunului, nr. 27, bl. C17, sc. D;44,87385;24,840344
86;AG;Pitești;Str. Alunului, nr. 27, bl. C17, sc. B;44,873708;24,841086
87;AG;Pitești;Str. Alunului, nr. 52, bl. A41, sc. A;44,874611;24,840778
88;AG;Pitești;Str. Alunului, bl. 41, sc. A;44,874678;24,840817
89;AG;Pitești;Str. Alunului, nr. 54, bl. A40, sc. A;44,874847;24,839956
90;AG;Pitești;Str. Alunului, nr. 52, bl. A41, sc. B;44,874644;24,840872
91;AG;Pitești;B-dul Petrochimiştilor, nr. 18, bl. B2, sc. F;44,832889;24,907167
92;AG;Pitești;B-dul Petrochimiştilor, nr. 18, bl. B2, sc. G;44,832889;24,907167
93;AG;Pitești;B-dul Petrochimiştilor, nr. 18, bl. B2, sc. E;44,832911;24,907036
94;AG;Pitești;B-dul Petrochimiştilor, nr. 18, bl. B2, sc. D;44,833175;24,907217
95;AG;Pitești;B-dul Petrochimiştilor, nr. 18, bl. B2, sc. A;44,833358;24,906233
96;AG;Pitești;Str. Carpenului, nr. 17, bl. A41, sc. B;44,875622;24,840575
97;AG;Pitești;Str. Gârlei, nr. 3, bl. A39, sc. B;44,875181;24,839561
98;AG;Pitești;Str. Gârlei, nr. 3, bl. A39, sc. C;44,875461;24,839844
99;AG;Pitești;Str. Paltinului, nr. 20, bl. B1, sc. B;44,873367;24,840006
100;AG;Pitești;Str. Paltinului, nr. 8, bl. C15, sc. A;44,873181;24,84015
101;AG;Pitești;Str. Paltinului, nr. 10, bl. C16, sc. A;44,873311;24,840081
102;AG;Pitești;Str. Paltinului, nr. 10, bl. C16, sc. B;44,873075;24,839464
103;AG;Pitești;Str. Paltinului, nr. 8, bl. C15, sc. B;44,872847;24,840078
104;AG;Pitești;Str. Gârlei, nr. 3, bl. A39, sc. A;44,875358;24,840022
105;AG;Pitești;Str. Carpenului, nr. 17, bl. 41, sc. A;44,875661;24,840992
106;AG;Pitești;Str. Carpenului, nr. 17, bl. 41, sc. C;44,875661;24,840992
107;AG;Pitești;B-dul Petrochimiștilor, nr. 13, bl. B3, sc. B;44,834125;24,905094
108;AG;Pitești;B-dul Petrochimiștilor, nr. 13, bl. B3, sc. C;44,834106;24,905094
109;AG;Pitești;B-dul Petrochimiștilor, nr. 14, bl. B4, sc. C;44,834908;24,904342
110;AG;Pitești;B-dul Petrochimiștilor, nr. 14, bl. B4, sc. D;44,834942;24,904156
111;AG;Pitești;B-dul Petrochimiștilor, nr. 14, bl. B4, sc. E;44,835108;24,903981
112;AG;Pitești;B-dul Petrochimiștilor, nr. 11, bl. B23, sc. A;44,837453;24,900731
113;AG;Pitești;B-dul Petrochimiștilor, nr. 11, bl. B23, sc. C;44,837622;24,900042
114;AG;Pitești;B-dul Petrochimiștilor, nr. 11, bl. B23, sc. B;44,837478;24,901292
115;AG;Pitești;Str. I.C. Brătianu, nr. 48-52;44,860278;24,870833
116;AG;Pitești;Str. I.C. Brătianu, nr. 48-52;44,860278;24,870833
117;AG;Pitești;Str. Victoriei, nr. 12;44,855833;24,873611
118;AG;Pitești;Calea București, nr. 36;44,865556;24,884622
119;AG;Pitești;Calea București, nr. 31;44,864167;24,877222
120;AG;Pitești;Piața Muntenia, nr. 1;44,856667;24,872222
121;AG;Pitești;Calea Craiovei, nr. 160;44,838102;24,882881
122;AG;Pitești;Str. Dobrogeanu Gherea, nr. 1;44,883056;24,831944
123;AG;Pitești;Str. Dobrogeanu Gherea, nr. 2-4;44,885278;24,836667
124;AG;Moșoaia;Comuna Moșoaia nr. 2, bloc MS2- sc. D;44,843806;24,855164
125;AG;Moșoaia;Comuna Moșoaia nr. 2, bloc MS2- sc. D;44,843806;24,855164
126;AG;Moșoaia;Comuna Moșoaia nr. 2, bloc MS2- sc. D;44,843806;24,855164
127;AG;Moșoaia;Comuna Moșoaia nr. 2, bloc MS2- sc. D;44,843806;24,855164
128;AG;Bradu;Dn. 65B, km 3+250m;44,816516;24,940229
129;AG;Bradu;Sat Geamăna, zona Comercială nr. 16;44,824567;24,905778
130;AG;Bradu;Str. Petrochimiștilor nr. 1;44,809975;24,937214
131;AG;Bradu;Str. Petrochimiștilor, nr. 3;44,815506;24,921467
132;AG;Oarja;Str.Primăriei, nr. 459;44,755329;24,975148
133;AG;Suseni;Str. Principală, nr. 301;44,710556;24,948056
134;AG;Micești;Str. Giurca, nr. 72;44,948333;24,879444
135;AG;Micești;Str. Calea Câmpului nr. 76B;44,950278;24,884167
136;AG;Câmpulung;Str. Carpați, nr. 93;45,288261;25,048408
137;AG;Câmpulung;Str. Carpați, nr. 93;45,288061;25,048247
138;AG;Câmpulung;Str. Carpați, nr. 93;45,288406;25,047981
139;AG;Câmpulung;Str. Carpați, nr. 93;45,288531;25,047717
140;AG;Câmpulung;Str.Traian, nr. 223;45,281167;25,052378
141;AG;Câmpulung;Str. Istrate Rizeanu, nr. 4;45,2715;25,046194
142;AG;Câmpulung;Str. Matei Drăghiceanu, nr. 4;45,28425;25,056503
143;AG;Topoloveni;Str. Învățător Boielaru;44,806667;25,080556
144;AG;Topoloveni;Str. Zăvoiului, nr. 90;44,809449;25,086777
145;AG;Topoloveni;Str. Zăvoiului, nr. 90;44,809449;25,086777
146;AG;Topoloveni;Str. Zăvoiului, nr. 90;44,809449;25,086777
147;AG;Topoloveni;Str. Depozitelor, nr. 2;44,805651;25,071117
148;AG;Topoloveni;Str. Calea București, nr. 11;44,800833;25,083333
149;AG;Costești;Aleea Gării, nr. 8;44,667884;24,877774
150;AG;Mioveni;Bulevardul Dacia, nr. 1;44,945983;24,918161
151;AG;Mioveni;Strada Câmpului, nr. 1;44,953456;24,97235
152;AG;Mioveni;Strada Câmpului, nr. 1;44,953456;24,97235
153;AG;Mioveni;Strada Uzinei, nr. 1-3;44,945083;24,930853
154;AG;Mioveni;Strada Uzinei, nr. 1-3;44,945431;24,930589
155;AG;Mioveni;Bulevardul Dacia, nr. 14A;44,950872;24,925311
156;AG;Mioveni;Bulevardul Dacia, nr. 148;44,949067;24,921211
157;AG;Curtea de Argeș;Str. Nevers, nr. 1;45,148444;24,677306
158;AG;Curtea de Argeș;Str. Unirii;45,160028;24,674056
159;AG;Curtea de Argeș;Str. Unirii;45,159139;24,673389
160;AG;Curtea de Argeș;Str. Unirii;45,158861;24,673472
161;AG;Curtea de Argeș;Str. Unirii;45,158611;24,673528
162;AG;Curtea de Argeș;Str. Unirii;45,158194;24,673444
163;AG;Curtea de Argeș;Str. 1 Decembrie 1918;45,151111;24,673583
164;AG;Curtea de Argeș;Str. Elena Cuza;45,150425;24,678603
165;AG;Curtea de Argeș;Str. Nevers;45,149167;24,678167
166;AG;Curtea de Argeș;Str. Nevers;45,14925;24,67825
167;AG;Curtea de Argeș;Str. Nevers;45,148556;24,678111
168;AG;Mioveni;B-dul Dacia, nr. 131A;44,968842;24,961414
169;AR;Arad;Str. Poetului, bl. A24;46,201391;21,299273
170;AR;Arad;Str.Brezoianu, Bl.A34, Sc.A;46,202551;21,299377
171;AR;Arad;str.Poetului, Bl.A37, Sc.A;46,197202;21,303415
172;AR;Arad;str.Poetului, Bl.A37, Sc.B;46,197202;21,303415
173;AR;Arad;str.Brezoianu, nr.6, bl.A 49, Sc.A;46,202485;21,300433
174;AR;Arad;str.Stupilor, nr.4, Bl.A54, Sc.A;46,201256;21,300752
175;AR;Arad;str.Stupilor, nr.4, Bl.A54, Sc.B;46,201256;21,300752
176;AR;Arad;str.Stupilor, nr.4, Bl.A54, Sc.C;46,201256;21,300752
177;AR;Arad;str.Tribunul Andreica, nr.4, Bl.A60, Sc.A;46,201301;21,301084
178;AR;Arad;str.Tribunul Andreica, nr.4, Bl.A60, Sc.B;46,201301;21,301084
179;AR;Arad;str.Luchian, nr.23, Bl.17, Sc.B;46,200847;21,29782
180;AR;Arad;str.Luchian, nr.32, Bl.C2;46,199607;21,296406
181;AR;Arad;str.Luchian, nr.30, Bl.C1, Sc.B;46,201102;21,29708
182;AR;Arad;Aleea Tomis, nr.3, Bl.X1;46,194658;21,300205
183;AR;Arad;Aleea Tomis, nr.5, Bl.X2;46,19416;21,300228
184;AR;Arad;Aleea Tomis, nr.7, Bl.X3;46,193884;21,2999
185;AR;Arad;Aleea Dezna, Bl.X11, Sc.A;46,193791;21,29645
186;AR;Arad;Aleea Dezna, Bl.X11, Sc.B;46,193791;21,29645
187;AR;Arad;Aleea Dezna, Bl.X11, Sc.C;46,193791;21,29645
188;AR;Arad;str.Școalei, nr.5, Bl.X28;46,192374;21,300468
189;AR;Arad;str.Școalei, nr.6, Bl.X29;46,189464;21,301451
190;AR;Arad;str.Școalei, nr.1, Bl.X34/1, Sc.A;46,192253;21,300724
191;AR;Arad;str.Școalei, nr.1, Bl.X34/1, Sc.B;46,192253;21,300724
192;AR;Arad;str.Școalei, nr.17, Bl.X34/2, Sc.A;46,192253;21,300724
193;AR;Arad;str.Școalei, nr.17, Bl.X34/2, Sc.B;46,192253;21,300724
194;AR;Arad;Aleea Neptun, Bl.Y1;46,193483;21,303582
195;AR;Arad;Aleea Neptun, Bl.Y2;46,193483;21,303582
196;AR;Arad;Aleea Neptun, Bl.Y3;46,193637;21,302069
197;AR;Arad;str.Obedenaru, Bl.Y9/A, Sc.A;46,192926;21,30275
198;AR;Arad;str.Obedenaru, Bl.Y9/A, Sc.B;46,192926;21,30275
199;AR;Arad;str.Obedenaru, Bl.Y9/B, Sc.A;46,192926;21,30275
200;AR;Arad;str.Obedenaru, Bl.Y9/B, Sc.B;46,192926;21,30275
201;AR;Arad;Str. Obedenaru, nr.11, Bl.Y14, Sc.A;46,192954;21,3031
202;AR;Arad;Str. Obedenaru, nr.11, Bl.Y14, Sc.B;46,192954;21,3031
203;AR;Arad;Str. Obedenaru, nr.11, Bl.Y14, Sc.C;46,192954;21,3031
204;AR;Arad;str.Călărașilor, Bl.Z3, Sc.A;46,197728;21,300556
205;AR;Arad;str.Călărașilor, Bl.Z3, Sc.C;46,197728;21,300556
206;AR;Arad;str.Fulgerului, Bl.Z8, Sc.A;46,195547;21,303053
207;AR;Arad;str.Fulgerului, Bl.Z8, Sc.C;46,195547;21,303053
208;AR;Arad;str.Abrud, nr.104, Bl.116;46,177731;21,346685
209;AR;Arad;Aleea .Zorelelor, nr.3, Bl.119;46,178521;21,346188
210;AR;Arad;str.Abrud, nr.110, Bl.121;46,178222;21,345741
211;AR;Arad;str.Abrud, nr.96, Bl.126;46,177994;21,346169
212;AR;Arad;str.Abrud, nr.102, Bl.131;46,177467;21,347509
213;AR;Arad;str.Simion Popa, nr.12, Bl.138;46,178811;21,348816
214;AR;Arad;str.Mioriței, nr.4, Bl.140;46,178688;21,348365
215;AR;Arad;str.Mioriței, nr.5, Bl.142;46,173768;21,35042
216;AR;Arad;str.Simion Popa, Bl.146;46,178501;21,350217
217;AR;Arad;str.Simion Popa, Bl.146;46,178501;21,350217
218;AR;Arad;str.Simion Popa, Bl.153;46,178038;21,351971
219;AR;Arad;str.Abrud, nr.91, Bl.171;46,176593;21,350872
220;AR;Arad;str.Săvîrşin, Bl.174;46,175534;21,350981
221;AR;Arad;str.Mioriței, nr.55, Bl.200;46,175595;21,349856
222;AR;Arad;str.Mioriței, nr.53, Bl.202;46,173364;21,350679
223;AR;Arad;str.Abrud, nr.221, Bl.84;46,176957;21,353037
224;AR;Arad;str.Simion Popa, nr.28, Bl.224;46,178909;21,349032
225;AR;Arad;str.Voinicilor, nr.41, Bl.509;46,171412;21,353597
226;AR;Arad;str.Zalău, nr.7, Bl.517;46,170554;21,351757
227;AR;Arad;str.Sighișoarei, nr.3, Bl.530, Sc.A;46,170752;21,351334
228;AR;Arad;str.Sighișoarei, nr.2, Bl.539, Sc.B;46,17059;21,350523
229;AR;Arad;str.Batiștei, nr.1, Bl.556, Sc.B;46,1686;21,349717
230;AR;Arad;str.Nucet, nr.8, Bl.563, Sc.A;46,168892;21,350118
231;AR;Arad;str.Nucet, nr.10, Bl.564, Sc.B;46,168748;21,350876
232;AR;Arad;str.Nucet, nr.10, Bl.564, Sc.C;46,168748;21,350876
233;AR;Arad;str.Ciuhandru, Bl.1 ANL;46,171076;21,346364
234;AR;Arad;str.Ciuhandru, Bl.2 ANL;46,17084;21,346281
235;AR;Arad;str.Ciuhandru, Bl.3 ANL;46,170646;21,34547
236;AR;Arad;str.Ciuhandru, Bl.4 ANL;46,170164;21,345931
237;AR;Arad;str.Ciuhandru, Bl.5 ANL;46,170351;21,346288
238;AR;Arad;str.Ciuhandru, Bl.6 ANL;46,170573;21,346346
239;AR;Arad;str.Titulescu, Bl.1 ANL;46,173899;21,347431
240;AR;Arad;str.Titulescu, Bl.2 ANL;46,173581;21,347336
241;AR;Arad;str.Titulescu, Bl.3 ANL;46,173327;21,347532
242;AR;Arad;Piața Gării, Bl.1;46,189421;21,324074
243;AR;Arad;str.Horia, nr.10, Bl.H2, Sc.B;46,176296;21,316548
244;AR;Arad;str.Horia, nr.10, Bl.H3, Sc.D;46,176289;21,31673
245;AR;Arad;str.Horia, nr.10, Bl.H4, Sc.G;46,176289;21,316676
246;AR;Arad;str.Blajului, nr.4;46,17725;21,320686
247;AR;Arad;str.Condurașilor, Bl.84, Sc.B;46,166284;21,297258
248;AR;Arad;str.Condurașilor, Bl.84, Sc.C;46,166262;21,296625
249;AR;Arad;str. Frunzei, nr. 2;46,141176;21,336499
250;AR;Arad;SC ASTRA RAIL INDUSTRIES SRL (PRIVAT) Arad, Calea Aurel Vlaicu, 41-43;46,189685;21,319404
251;AR;Arad;SPITALUL JUDEȚEAN ARAD str.Spitalului, nr.1-3;46,183748;21,308519
252;AR;Arad;MAGAZIN COLUMBUS OERAȚIONAL MARKET str.Vasile Lucaciu, nr.4;46,172609;21,346231
253;AR;Arad;SC JOYSON ROMÂNIA SRL, str. III, Zona industriala Vest nr. 9;46,208065;21,246529
254;AR;Arad;GALERIA MALL ARAD-SC MERCURY CENTER SRL Calea Aurel Vlaicu, nr.225-235;46,200953;21,288133
255;AR;Arad;HOTEL MIKY SRL, Calea Radnei, nr.231;46,175807;21,365393
256;AR;Arad;PENNY - COMPLEX FORTUNA CENTER, str. Luchian, nr.1;46,199981;21,295311
257;AR;Arad;SC YAZAKY COMPONENT TECHNOLOGY SA, str.III -Zona Industrială Arad Vest nr.4;46,211167;21,256229
258;BC;Bacău;Str. Alexandru Șafran (CAEX);46,555851;26,885339
259;BC;Bacău;Str. Alexandru Șafran (CAEX) II;46,555851;26,885339
260;BC;Bacău;Str. Aviatorilor, Nr. 14/A1;46,535385;26,91338
261;BC;Bacău;Str. Aviatorilor, Nr. 14/A2;46,535385;26,91338
262;BC;Bacău;Str.Alecu Russo, Bl. 51 Sc. A1;46,548762;26,919065
263;BC;Bacău;Str.Alecu Russo, Bl. 51, Sc.A2;46,548762;26,919066
264;BC;Bacău;Str.Alecu Russo, Bl. 51, Sc.B1;46,548762;26,919067
265;BC;Bacău;Str.Alecu Russo, Bl. 51, Sc.B2;46,548762;26,919068
266;BC;Bacău;Str. Bucegi nr.138A sc. A;46,541367;26,914619
267;BC;Bacău;Str. Bucegi nr.138 sc.B;46,541367;26,914619
268;BC;Bacău;Str. Bucegi nr.136 A sc. A;46,541836;26,914617
269;BC;Bacău;Str. Bucegi nr.136B;46,541836;26,914618
270;BC;Bacău;Str. Bucegi nr.140 sc.A;46,540821;26,91485
271;BC;Bacău;str. Bucegi, nr. 140 A, sc. B;46,540821;26,91485
272;BC;Bacău;Str. Bicaz, nr. 154/C2;46,534869;26,919518
273;BC;Bacău;Str. Bicaz, nr. 154/C1;46,534869;26,919519
274;BC;Bacău;Str. Bicaz, nr. 154/D1;46,534869;26,91952
275;BC;Bacău;Str. Bicaz, nr. 130/A1;46,541043;26,917474
276;BC;Bacău;Str. Bicaz, nr. 130/A2;46,541043;26,917475
277;BC;Bacău;Str. Bicaz, nr. 130/B1;46,541043;26,917476
278;BC;Bacău;Str. Bicaz, nr. 130/B2;46,541043;26,917477
279;BC;Bacău;Str. Bicaz, nr. 148/A1;46,535733;26,9203
280;BC;Bacău;Str. Bicaz, nr. 148/A2;46,535733;26,920301
281;BC;Bacău;Str. Bicaz, nr. 148/B1;46,535733;26,920302
282;BC;Bacău;Str. Bicaz, nr. 148/B2;46,535733;26,920303
283;BC;Bacău;Str. Bicaz, nr. 146/C1;46,536396;26,920095
284;BC;Bacău;Str. Bicaz, nr. 146/C2;46,536396;26,920096
285;BC;Bacău;Str. Bicaz, nr. 146/B1;46,536396;26,920097
286;BC;Bacău;Str. Bicaz, nr. 146/B2;46,536396;26,920098
287;BC;Bacău;Str.Bicaz, Bl.166, Sc. C;46,531669;26,921412
288;BC;Bacău;Str.Bradului, Bl. 56 B;46,536396;26,9201
289;BC;Bacău;str. 22 Decembrie, bl. 3, sc. A;46,57635;26,91349
290;BC;Bacău;Str. Depoului nr.84 sc.A;46,578232;26,896655
291;BC;Bacău;Str. Depoului nr.80 sc.A;46,578438;26,896063
292;BC;Bacău;Str. Depoului nr.80 sc.B;46,578438;26,896064
293;BC;Bacău;Str. Depoului nr.82 sc.A;46,57886;26,896343
294;BC;Bacău;str. Depoului, nr. 82, sc. B;46,57886;26,896344
295;BC;Bacău;Str. Depoului nr.86 sc.A;46,57886;26,896345
296;BC;Bacău;Str. Depoului nr.86 sc.B;46,57886;26,896346
297;BC;Bacău;Str.Electricienilor, Bl. 2,Sc.D;46,532887;26,922256
298;BC;Bacău;Str. Făgăraș Bl.8, sc.A;46,540103;26,912448
299;BC;Bacău;str. Făgăraş, nr. 8, sc. B;46,540103;26,912448
300;BC;Bacău;Str. Făgăraș Bl.25, sc.A;46,541924;26,913481
301;BC;Bacău;Str. Făgăraș Bl.6, sc.A;46,540223;26,913055
302;BC;Bacău;Str. Făgăraș Bl.6, sc.B;46,540223;26,913056
303;BC;Bacău;Str. Făgăraș Bl.4, sc.A;46,540386;26,913529
304;BC;Bacău;Str. Făgăraș Bl.4, sc.B;46,540386;26,91353
305;BC;Bacău;Str.Gării, Nr. 60, Bl. C4;46,566962;26,895204
306;BC;Bacău;str. Gării, bl. 70, sc. A;46,570827;26,893066
307;BC;Bacău;Str.Gării, Nr. 70, Bl. C;46,547748;26,913452
308;BC;Bacău;Str.Garofiței, Bl.11,Sc.B;46,570827;26,893068
309;BC;Bacău;Str.Garofiței, Bl.11,Sc.A;46,570827;26,893069
310;BC;Bacău;Str. Ion Luca, Bl. 7 B;46,5724;26,901286
311;BC;Bacău;str. Letea, bl. 2, sc. B1;46,547249;26,915582
312;BC;Bacău;str. Letea, bl. 2 sc. B1;46,547249;26,915582
313;BC;Bacău;str. Letea, bl. 2, sc. B2;46,547249;26,915582
314;BC;Bacău;Str. Letea nr.46 sc.A;46,538289;26,921993
315;BC;Bacău;Str. Letea nr.46 sc.B;46,538289;26,921993
316;BC;Bacău;str. Letea, nr. 50 bis, sc. A;46,538407;26,921897
317;BC;Bacău;Str. Letea nr.50 sc.B;46,538407;26,921898
318;BC;Bacău;Str.Letea, Bl.2, Sc.C1;46,547249;26,915581
319;BC;Bacău;Str.Letea, Bl. 2, Sc.C2;46,547249;26,915582
320;BC;Bacău;str. Logofăt Tăutu, bl. 8, sc. A;46,57744;26,911425
321;BC;Bacău;str. Logofăt Tăutu, bl. 8, sc. D;46,421881;26,450962
322;BC;Bacău;Str. Mărășești nr.4;46,56345;26,91201
323;BC;Bacău;Str. Mărășești nr.159;46,552764;26,913048
324;BC;Bacău;str. Mărăşeşti, nr. 80, bl. E1-1;46,555539;26,91138
325;BC;Bacău;str. Mărăşeşti, nr. 90, bl. E1-2;46,554771;26,91178
326;BC;Bacău;str. Mărăşeşti, nr. 94, bl. E1-3;46,553906;26,911902
327;BC;Bacău;Str. Mioriței nr.90A;46,569613;26,893328
328;BC;Bacău;Str. Mioriței nr.38;46,575937;26,904983
329;BC;Bacău;str. Mioriţei, bl. 21, sc. A;46,57347;26,901153
330;BC;Bacău;str. Mioriţei, bl. 84, sc. A;46,56936;26,89347
