Nr.;County;Locality;Address (str, nr.);Latitude;Longitude
752;BR;Brăila;str. Daciei, bl. 27, sc. 2, cartier Obor, municipiul Brăila;45,267551;27,950794
753;BR;Brăila;str. Daciei, bl. 27, sc. 4, cartier Obor, municipiul Brăila;45,267806;27,951306
754;BR;Brăila;str. Oborului, bl. 25, sc. 2, cartier Obor, municipiul Brăila;45,268417;27,952444
755;BR;Brăila;str. Erou Comisar Popovici, bl. AG5, sc. 4, cartier Obor, municipiul Brăila;45,266612;27,953993
756;BR;Brăila;str. Cometei, bl. 16, sc. 2, cartier Vidin, municipiul Brăila;45,306865;27,959411
757;BR;Brăila;str. Cometei, bl. 16, sc. 3, cartier Vidin, municipiul Brăila;45,306799;27,95976
758;BR;Brăila;Calea Galaţi, bl. 37, sc. 2, cartier Vidin, municipiul Brăila;45,307382;27,959238
759;BR;Brăila;Aleea Învăţătorilor, bl. O3, sc. 2, cartier Hipodrom, municipiul Brăila;45,263475;27,955912
760;BR;Brăila;Aleea Învăţătorilor, bl. O3, sc. 3, cartier Hipodrom, municipiul Brăila;45,263593;27,955846
761;BR;Brăila;Aleea Învăţătorilor, bl. O3, sc. 4, cartier Hipodrom, municipiul Brăila;45,26373;27,955801
762;BR;Brăila;str. Pietăţii, bl. O4, sc. 1, cartier Hipodrom, municipiul Brăila;45,263977;27,952721
763;BR;Brăila;str. Pietăţii, bl. O4, sc. 2, cartier Hipodrom, municipiul Brăila;45,264065;27,952982
764;BR;Brăila;str. Pietăţii, bl. O4, sc. 3, cartier Hipodrom, municipiul Brăila;45,264101;27,953253
765;BR;Brăila;str. Pietăţii, bl. O4, sc. 4, cartier Hipodrom, municipiul Brăila;45,264136;27,953424
766;BR;Brăila;Aleea Învăţătorilor, bl. O5, sc. 1, cartier Hipodrom, municipiul Brăila;45,263373;27,955271
767;BR;Brăila;Aleea Învăţătorilor, bl. O5, sc. 2, cartier Hipodrom, municipiul Brăila;45,263283;27,955044
768;BR;Brăila;Aleea Învăţătorilor, bl. O5, sc. 3, cartier Hipodrom, municipiul Brăila;45,263244;27,954889
769;BR;Brăila;Aleea Învăţătorilor, bl. O5, sc. 4, cartier Hipodrom, municipiul Brăila;45,263181;27,95461
770;BR;Brăila;Aleea Policlinicii, bl. G12, sc. 2, cartier Hipodrom, municipiul Brăila;45,259833;27,950944
771;BR;Brăila;str. Ardealului, bl. A2, sc. 1, municipiul Brăila;45,288717;27,967411
772;BR;Brăila;str. Ardealului, bl. A2, sc. 2, municipiul Brăila;45,2889;27,967402
773;BR;Brăila;str. Ardealului, bl. A3, sc. 1, municipiul Brăila;45,288684;27,967059
774;BR;Brăila;str. Ardealului, bl. A3, sc. 2, municipiul Brăila;45,288858;27,967027
775;BR;Brăila;str. Ardealului, bl. A4, sc. 1, municipiul Brăila;45,288677;27,966689
776;BR;Brăila;str. Ardealului, bl. A4, sc. 2, municipiul Brăila;45,288858;27,966684
777;BR;Ianca;Calea Brăilei, nr. 114, oraş Ianca, judeţul Brăila;45,135375;27,479196
778;BR;Brăila;SC. PROMEX SA, str. Industriei, municipiul Brăila (1);45,298261;27,955894
779;BR;Brăila;SC. PROMEX SA str. Industriei, municipiul Brăila (2);45,297658;27,95605
780;BR;Brăila;SC. PROMEX SA str. Industriei, municipiul Brăila (3);45,295486;27,961288
781;BR;Brăila;SC Vard SA, str. Celulozei, municipiul Brăila (1);45,249734;27,960892
782;BR;Brăila;SC Vard SA, str. Celulozei, municipiul Brăila (2);45,249734;27,960892
783;BR;Brăila;SC. ELECTRICA, str. Plevnei, municipiul Brăila (1);45,264142;27,966944
784;BR;Brăila;SC. ELECTRICA, str. Plevnei, municipiul Brăila (2);45,264142;27,966944
785;BR;Brăila;SC. ELECTRICA, str. Plevnei, municipiul Brăila (3);45,264142;27,966944
786;BR;Brăila;SC. ELECTRICA, str. Plevnei, municipiul Brăila (4);45,264142;27,966944
787;BR;Brăila;STATIA CFR BRAILA, str. G-ral Eremia Grigorescu, municipiul Brăila;45,281633;27,955924
788;BR;Brăila;Clădire O.M.V. BR., şoseaua Buzăului, municipiul Brăila;45,252783;27,944928
789;BR;Brăila;Biserica Baptista Sf.Treime, str. Belvedere, municipiul Brăila;45,272736;27,978214
790;BR;Brăila;Mitropolia Ortodoxa de rit vechi, str. Nicolae Grigorescu, municipiul Brăila;45,275106;27,974908
791;BR;Brăila;Şcoala privată Sf. Maria, str. Goleşti, municipiul Brăila;45,274525;27,974178
792;BR;Brăila;Centru de hemodializă, şoseaua Buzăului nr. 2, municipiul Brăila;45,252135;27,940596
793;BR;Brăila;Asociaţia de proprietari nr. 887, bl. Perla, str. Plevnei, municipiul Brăila 1;45,272977;27,964621
794;BR;Brăila;Asociaţia de proprietari nr. 887, bl. Perla, str. Plevnei, municipiul Brăila 2;45,272977;27,964621
795;BR;Brăila;Centrul medical IHS, str. Anghel Saligny, municipiul Brăila;45,269622;27,979928
796;BR;Ianca;SC Corandri Com, Calea Brăilei, oraş Ianca, judeţul Brăila;45,135098;27,478266
797;BR;Măxineni;SC EMGGI PROD SRL, DN 23, comuna Măxineni, Judeţul Brăila;45,407517;27,646524
798;BV;Brașov;bd. Griviţei, nr. 39 bl. 28;45,658723;25,596842
799;BV;Brașov;bd. Griviţei nr. 49 sc. A+B;45,657458;25,598515
800;BV;Brașov;bd. Griviţei, nr. 53, sc. A;45,657233;25,598917
801;BV;Brașov;bd. Griviţei, nr. 53, sc. B;45,657092;25,599096
802;BV;Brașov;str. Griviţei nr. 61 A;45,656093;25,600963
803;BV;Brașov;str. Griviţei nr. 67 sc. A;45,654944;25,60233
804;BV;Brașov;str. Griviţei nr. 67 sc. B;45,654992;25,602247
805;BV;Brașov;str. M.cel Bătrân nr.43 sc.A;45,658055;25,600334
806;BV;Brașov;str. M.cel Bătrân nr.43 sc.B;45,658055;25,600334
807;BV;Brașov;str. M.cel Bătrân nr. 45 sc.C;45,657126;25,600223
809;BV;Brașov;str. M.cel Bătrân nr.47 sc.A;45,657861;25,599567
810;BV;Brașov;str. M.cel Bătrân nr.47 sc.B;45,357979;25,59967
811;BV;Brașov;str. M.cel Bătrân nr.49 sc.C;45,658227;25,598613
812;BV;Brașov;str. M.cel Bătrân nr.49 sc.D;45,658109;25,598959
813;BV;Brașov;str. Bisericii Române, nr. 51;45,654351;25,590026
814;BV;Brașov;str.Memorandului nr.9;45,65198;25,583582
815;BV;Brașov;str.Memorandului nr. 13;45,652205;25,583386
816;BV;Brașov;str. 13 Decembrie nr. 29;45,655802;25,605559
817;BV;Brașov;str. Independenţei nr. 9;45,666238;25,599534
818;BV;Brașov;str. Independenţei nr. 80;45,666536;25,600313
819;BV;Brașov;str. Independenţei nr. 82;45,666619;25,599494
820;BV;Brașov;str. Gl.Dumitrache nr 4 sc ABC;45,668125;25,603637
821;BV;Brașov;str. Gloriei, nr. 18;45,665237;25,597391
822;BV;Brașov;str Pacii nr. 2 bl 29 (A+B);45,664111;25,604217
823;BV;Brașov;str Pacii nr. 2 bl 30 (D+E);45,664019;25,603753
824;BV;Brașov;str Pacii nr. 2 bl 31 (G+H);45,664129;25,603665
825;BV;Brașov;str Pacii nr. 4 (A+B);45,66464;25,603768
826;BV;Brașov;str Pacii nr. 6 (A+B);45,664614;25,587631
827;BV;Brașov;Calea Bucureşti nr. 90 sc. A;45,63887;25,628356
828;BV;Brașov;Calea Bucureşti nr. 90 sc. B;45,63872;25,628515
829;BV;Brașov;Calea Bucureşti nr. 94 sc. A;45,638001;25,629271
830;BV;Brașov;calea Bucureşti nr. 94 sc. B;45,637853;25,62946
831;BV;Brașov;calea Bucureşti nr. 104 sc. A;45,634989;25,632529
832;BV;Brașov;calea Bucureşti nr. 104 sc. B;45,634845;25,632693
833;BV;Brașov;calea Bucureşti nr. 104 sc. C;45,634649;25,632895
834;BV;Brașov;calea Bucureşti nr. 104 sc. D;45,634508;25,633066
835;BV;Brașov;str. L.C.Babeş nr. 6 sc. A;45,637288;25,628082
836;BV;Brașov;str. L.C.Babeş nr. 6 sc. B;45,637484;25,628035
837;BV;Brașov;str. L.C.Babeş nr. 8 sc. A;45,63702;25,627549
838;BV;Brașov;str. L.C.Babeş nr. 8 sc. B;45,637231;25,627576
839;BV;Brașov;str. L.C.Babeş nr. 10 sc. A;45,636742;25,627001
840;BV;Brașov;str. L.C.Babeş nr. 10 sc. B;45,636932;25,626981
841;BV;Brașov;str. Al. cel Bun nr. 11 sc. A;45,642301;25,621301
842;BV;Brașov;str. Al. cel Bun nr. 11 sc. B;45,64218;25,621421
843;BV;Brașov;str. Al. cel Bun nr. 17 sc. A;45,643494;25,620836
844;BV;Brașov;str. Al. cel Bun nr. 17 sc. B;45,64358;25,620729
845;BV;Brașov;Sarmizegetusa nr. 5 bl. 43 sc. A;45,636006;25,623816
846;BV;Brașov;Sarmizegetusa nr. 5 bl. 43 sc. B;45,636013;25,624066
847;BV;Brașov;str. Sitarului nr. 15 sc. A;45,640404;25,622624
848;BV;Brașov;str. Sitarului nr. 15 sc. B;45,640004;25,622804
849;BV;Brașov;str. Sitarului nr. 15 sc. C;45,640051;25,622904
850;BV;Brașov;str. Sitarului nr. 19 bl. D 7;45,639935;25,621971
851;BV;Brașov;str. Sitarului nr. 23 sc. A;45,639672;25,621257
852;BV;Brașov;str. Sitarului nr. 23 sc. B;45,639474;25,621457
853;BV;Brașov;str. Pârâului nr. 4 sc. A;45,641869;25,619059
854;BV;Brașov;str. Pârâului nr. 4 sc. B;45,641741;25,619206
855;BV;Brașov;str. Pârâului nr. 14 sc. A;45,641254;25,620664
856;BV;Brașov;str. Pârâului nr. 14 sc. B;45,641618;25,620426
857;BV;Brașov;str. Pârâului nr. 18 sc. A;45,641735;25,619959
858;BV;Brașov;str. Pârâului nr. 18 sc. B;45,641622;25,619701
859;BV;Brașov;bd. Valea Cetăţii nr. 12 sc. A;45,636648;25,609549
860;BV;Brașov;bd. Valea Cetăţii nr. 12 sc. C;45,636754;25,609109
861;BV;Brașov;bd. Valea Cetăţii nr. 14 sc. A;45,636562;25,608931
862;BV;Brașov;bd. Valea Cetăţii nr. 14 sc. C;45,636298;25,608762
863;BV;Brașov;str. Busuiocului nr. 1;45,655008;25,629648
864;BV;Brașov;str. Panait Cerna nr. 1;45,650943;25,626269
865;BV;Brașov;str. Parcul Mic nr. 9;45,651785;25,625953
866;BV;Brașov;str. Brânduşelor, nr. 37;45,654649;25,62446
867;BV;Brașov;str. A.Vlahuţă nr. 59 sc. A;45,656025;25,622363
868;BV;Brașov;str. A.Vlahuţă nr. 59 sc. D;45,655581;25,622591
869;BV;Brașov;str. Hărmanului nr. 59 sc. BC;45,674748;25,644125
870;BV;Brașov;str. Hărmanului nr. 70 bl. 137;45,658581;25,622797
871;BV;Brașov;b-dul Gării nr. 17;45,659955;25,620711
872;BV;Brașov;b-dul Gării nr. 21;45,65991;25,6219
873;BV;Brașov;str. Cosmos nr. 3;45,644775;25,637019
874;BV;Brașov;str. Galaxiei nr. 8;45,64557;25,636662
875;BV;Brașov;bd. Ştefan cel Mare nr. 3;45,64128;25,630516
876;BV;Brașov;bd. Ştefan cel Mare nr. 11;45,641876;25,632093
877;BV;Brașov;bd. Ştefan cel Mare nr. 13;45,641836;25,632881
878;BV;Brașov;bd. Ştefan cel Mare nr. 17;45,641879;25,633703
879;BV;Brașov;bd. Ştefan cel Mare nr.18sc.A;45,639247;25,63358
880;BV;Brașov;bd. Ştefan cel Mare nr.18sc.B;45,639477;25,633593
881;BV;Brașov;bd. Ştefan cel Mare nr.18sc.C;45,639699;25,633598
882;BV;Brașov;bd. Ştefan cel Mare nr.19sc.A;45,640533;25,633652
883;BV;Brașov;bd. Ştefan cel Mare nr.19sc.B;45,640771;25,633644
884;BV;Brașov;bd. Ştefan cel Mare nr.19sc.C;45,640996;25,633634
885;BV;Brașov;bd. Ştefan cel Mare nr.20sc.A;45,639216;25,634295
886;BV;Brașov;bd. Ştefan cel Mare nr.20sc.B;45,639466;25,634258
887;BV;Brașov;bd. Ştefan cel Mare nr.20sc.C;45,639689;25,634288
888;BV;Brașov;bd. Ştefan cel Mare nr.22sc.A;45,639685;25,634622
889;BV;Brașov;bd. Ştefan cel Mare nr.22sc.B;45,639484;25,634589
890;BV;Brașov;bd. Ştefan cel Mare nr.22sc.C;45,639257;25,634611
891;BV;Brașov;bd. Ştefan cel Mare nr.23sc.A;45,640547;25,634323
892;BV;Brașov;bd. Ştefan cel Mare nr.23sc.B;45,640751;25,634346
893;BV;Brașov;bd. Ştefan cel Mare nr.23sc.C;45,640996;25,634332
894;BV;Brașov;bd. Ştefan cel Mare nr.24sc.A;45,639633;25,63531
895;BV;Brașov;bd. Ştefan cel Mare nr.24sc.B;45,639439;25,635293
896;BV;Brașov;bd. Ştefan cel Mare nr.24sc.C;45,639258;25,635301
897;BV;Brașov;bd. Ştefan cel Mare nr.25sc.A;45,640926;25,634694
898;BV;Brașov;bd. Ştefan cel Mare nr.25sc.B;45,640764;25,634694
899;BV;Brașov;bd. Ştefan cel Mare nr.25sc.C;45,640549;25,63469
900;BV;Brașov;bd. Ştefan cel Mare nr.27sc.A;45,640993;25,63538
901;BV;Brașov;bd. Ştefan cel Mare nr.27sc.B;45,640752;25,635378
902;BV;Brașov;bd. Ştefan cel Mare nr.27sc.C;45,640532;25,635343
903;BV;Brașov;str. Traian nr. 4 - 1 (Privilegio);45,649229;25,621511
904;BV;Brașov;str. Traian nr. 4 - 2 (Privilegio);45,649229;25,621511
905;BV;Brașov;CNCF CFR SA - secţia CT 1 - str. Gării nr. 5;45,660934;25,615184
906;BV;Brașov;CNCF CFR SA - suc. Regionala de Căi Ferate - str. Gării nr. 5;45,660894;25,615429
907;BV;Brașov;SC GDF Suez Energy România SA - str. Bisericii Române nr. 107A;45,657051;25,593388
908;BV;Brașov;SC Romtelecom SA - Centrul Telecomunicaţii -str.M. Sadoveanu nr 7;45,644657;25,592187
909;BV;Brașov;CEC Bank - sucursala Braşov, str. Hărmanului nr. 13;45,654329;25,614725
910;BV;Brașov;SC FDEE SA - str. Pictor Luchian nr. 25;45,656381;25,603331
911;BV;Brașov;Direcţia Generală a Finanţelor Publice - str. M. Kogălniceanu nr.7;45,653301;25,612598
912;BV;Brașov;Dir Reg pentru Accize şi Operaţiuni Vamale - str Stadionului nr.15;45,665633;25,587085
913;BV;Brașov;Dir Reg pentru Accize şi Operaţiuni Vamale - str Stadionului nr 15;45,665649;25,587195
914;BV;Brașov;Spitalul Clinic Judeţean de Urgenţă - Calea Bucureşti nr. 25-27;45,648644;25,620219
915;BV;Brașov;Spitalul Oncologic - str. Carierei nr. 65 A;45,656044;25,575367
916;BV;Brașov;SC Roman SA - str. Poienelor nr. 5;45,624692;25,626019
917;BV;Brașov;SC Roman SA - str. Poienelor nr. 5;45,631091;25,628904
918;BV;Brașov;SC Roman SA - str. Poienelor nr. 5;45,627316;25,628422
919;BV;Brașov;SC Metrom SA - str.Carpaţilor nr.60;45,634658;25,622446
920;BV;Brașov;SC Metrom SA - str.Carpaţilor nr.60;45,633983;25,622626
921;BV;Brașov;SC Metrom Trading SA - str. Carpaţilor nr. 60;45,633541;25,620356
922;BV;Brașov;SC Hidromecanica SA - str. 13 Decembrie nr.94A;45,67451;25,612811
923;BV;Brașov;SC Hidromecanica SA - str. 13 Decembrie nr.94A;45,674681;25,613228
924;BV;Brașov;SC Carpatex SA - str. N. Titulescu nr. 2;45,647364;25,605171
925;BV;Brașov;SC Iason SA - str. Avram Iancu nr. 40-42;45,655459;25,591453
926;BV;Brașov;SC Europharm SA -str. Poenelor nr. 5;45,627453;25,620121
927;BV;Brașov;SC Iporo Com SRL-str. Gării nr. 7;45,660448;25,614023
928;BV;Brașov;SC Auchan City-Vest SRL - str. Cristianului nr.5;45,65786;25,562325
929;BV;Brașov;Carrefour România SRL - Calea Bucureşti nr. 107;45,630954;25,639218
930;BV;Brașov;SC Unirea Shopping Center SA - b-dul Gării nr. 3A;45,660737;25,611268
931;BV;Brașov;SC General Nordik SRL - str. Stejeriş nr. 27;45,64434;25,571899
932;BV;Brașov;SC Vivre Bien SRL - str. Brânduşelor nr. 74;45,653986;25,623788
933;BV;Brașov;SC Miriam& Riccardo SRL - str. Brânduşelor nr. 68-70;45,65394;25,623351
934;BV;Brașov;SC ASIT Services SRL - Calea Bucureşti nr. 10 B;45,64795;25,618893
935;BV;Brașov;SC Bricostore SRL - Calea Bucureşti nr. 109;45,630075;25,64012
936;BV;Brașov;SC Mobexpert SRL - Calea Bucureşti nr. 105A;45,63321;25,638807
937;BV;Brașov;SC Petrol Grup LT SRL - str. Ţibleş nr. 7-8;45,632415;25,582278
938;BV;Brașov;SC Panfil SRL - str. Plevnei nr. 13;45,65979;25,593527
939;BV;Brașov;SC Dip&Gip SRL -str. Bazaltului nr. 2;45,673458;25,587123
940;BV;Brașov;SC Euro Motor SRL - Calea Bucureşti nr. 132;45,631084;25,636304
941;BV;Brașov;Biserica Romano-Catolică - str. Zizinului nr. 7;45,651276;25,617227
942;BV;Brașov;S Carfil SA - str. Zizinului nr. 119;45,649382;25,647942
943;BV;Brașov;S Carfil SA - str. Zizinului nr. 119;45,649343;25,648945
944;BV;Codlea;str. Lungă nr. 111;45,699073;25,445789
945;BV;Codlea;SC Mecanica Codlea SA str. Rampei, nr. 1;45,690673;25,455856
946;BV;Făgăraș;str. Filimon Sârbu bl. 2A;45,832848;24,971883
947;BV;Făgăraș;str. Filimon Sârbu bl. 2B;45,832639;24,971749
948;BV;Făgăraș;str. Filimon Sârbu bl. 3;45,832666;24,97216
949;BV;Făgăraș;str. Filimon Sârbu bl. 4;45,832605;24,972572
950;BV;Făgăraș;str. Filimon Sârbu bl. 5;45,832708;24,972991
951;BV;Făgăraș;str. Filimon Sârbu bl. 7;45,832708;24,972991
952;BV;Făgăraș;str. Filimon Sârbu bl. 9;45,83271;24,974477
953;BV;Făgăraș;str. Filimon Sârbu bl. 10;45,832688;24,974982
954;BV;Făgăraș;Str. Gării nr.2, sc.A;45,830934;24,975894
955;BV;Făgăraș;Str. Gării nr.2, sc.B;45,831023;24,975701
956;BV;Făgăraș;SC Fabrica de Pulberi SRL - str.Combinatului, nr.14;45,805068;24,958264
957;BV;Făgăraș;SC Fabrica de Pulberi SRL - str.Combinatului, nr.14;45,805265;25,963717
959;BV;Făgăraș;SC Nitroporos SRL - str. Combinatului nr. 1;45,821153;24,967361
960;BV;Făgăraș;Casa Maria - Complex Servicii Făgăraş, str. Combinatului nr. 8;45,824804;24,963804
961;BV;Săcele;str. Piaţa Libertăţii nr. 24;45,617992;25,693812
962;BV;Săcele;"Liceul Tehnologic ""Victor Jinga"" - Aleea Episcop Popeea nr. 20";45,615995;25,724302
963;BV;Săcele;SC Electroprecizia SA - str. Parcului nr. 12;45,614696;25,724505
964;BV;Săcele;SC Electroprecizia SA - str. Parcului nr. 12;45,615173;25,72538
965;BV;Ghimbav;SC IAR SA - str.Aeroportului nr. 1;45,693206;25,532385
966;BV;Ghimbav;SC IAR SA - str. Aeroportului nr. 1;45,693946;25,530348
967;BV;Predeal;SC Andy Hotels SA - str. Trei Brazi 20;45,51113;25,567829
968;BV;Râșnov;str. Piaţa Unirii nr. 12;45,590545;25,465033
969;BV;Râșnov;str. Izvor nr. 10, sc.2;45,591954;25,466755
970;BV;Victoria;str. Libertăţii nr. 1;45,726371;24,703218
971;BV;Victoria;str. Libertăţii nr. 2;45,726111;24,703539
972;BV;Victoria;str. Libertăţii nr. 3;45,726445;24,703169
973;BV;Victoria;str. Libertăţii nr. 4;45,726444;24,703321
974;BV;Victoria;str. Libertăţii nr. 5;45,727179;25,702992
975;BV;Victoria;str. Libertăţii nr. 6;45,726913;25,703198
976;BV;Victoria;str. Libertăţii nr. 8;45,727447;24,703082
977;BV;Victoria;str. Libertăţii nr. 10;45,72794;24,703013
978;BV;Victoria;str. Libertăţii nr. 11;45,728532;24,702858
979;BV;Victoria;str. Libertăţii nr. 12;45,728378;24,702996
980;BV;Victoria;str. Libertăţii nr. 13;45,728896;24,702788
981;BV;Victoria;str. Policlinicii nr. 2;45,725291;24,702845
982;BV;Victoria;str. Policlinicii nr. 4;45,725313;24,703039
983;BV;Victoria;str. Policlinicii nr. 6;45,725365;24,703494
984;BV;Victoria;str. Policlinicii nr. 8;45,725686;24,703481
985;BV;Victoria;str. Policlinicii nr. 10;45,725832;24,703785
986;BV;Victoria;str. Stadionului nr. 14;45,72746;24,700484
987;BV;Victoria;str. Trandafirilor nr. 1;45,727332;24,702398
988;BV;Victoria;str. Trandafirilor nr. 2;45,727515;24,702379
989;BV;Victoria;SC Viromet SA Victoria - aleea Uzinei nr. 8 - Sediu;45,711684;24,701428
990;BV;Victoria;SC Viromet SA Victoria - aleea Uzinei nr. 8;45,711684;24,701428
991;BV;Zărnești;str. M.I. Meţianu nr. 1;45,560944;25,316509
992;BV;Zărnești;str. M.I. Meţianu nr. 9;45,560846;25,317483
993;BV;Zărnești;str. Pompiliu Dan nr. 11/B;45,571533;25,340822
994;BV;Zărnești;str. Pompiliu Dan nr. 11/E;45,571297;25,340156
995;BV;Zărnești;str. Pompiliu Dan nr. 7/E;45,573501;25,344251
996;BV;Zărnești;str. Bucegi nr. 2/B;45,571904;25,342846
997;BV;Zărnești;str. Negoiu nr. 2/A;45,570885;25,340465
998;BV;Zărnești;SC Tohan SA - aleea Uzinei nr. 1;45,564606;25,351612
999;BV;Zărnești;SC Tohan SA - Aleea Uzinei nr. 1;45,565521;25,352351
1000;BV;Zărnești;SC Marina SRL - str. Branului;45,53641;25,378204
1001;BV;Zărnești;SC Secomi Const SRL - Tohanu Nou fn.;45,535401;25,375625
1002;BV;Bran;SC Finex Global Solutions SRL Bran-Sohodol, 66 C;45,528469;25,401409
1003;BV;Bran-Poartă;SC La Vâltoare SRL Bran -Poarta, nr. 68;45,506198;25,381235
1004;BV;Bran - Şimon;SC Adrian Turism SRL Bran - Şimon, nr. 296;45,485345;25,355529
1005;BV;Bran-Sohodol;SC Pensiunea Genţiana SRL Bran - Sohodol, Principală 146 A;45,525805;25,373842
1006;BV;Bran-Sohodol;SC Sab&Co Enterprises SRL Bran - Sohodol, Principală 67;45,509884;25,393295
1007;BV;Bran-Predeluţ;SC Muntele Rece SRL Bran - Predeluţ, str. Bisericii nr. 5;45,527869;25,363674
1008;BV;Fundata;SC Impact Distribution SRL Fundata, str. Principală nr. 45;45,472614;25,29669
1009;BV;Feldioara;CNU Bucureşti - sucursala Feldioara, str. Dumbrăvii nr 1, Feldioara;45,841544;25,502252
1010;BZ;Buzău;Bloc G l, Aleea Pietroasele, cartier Micro III;45,160604;26,81736
1011;BZ;Buzău;Bloc G2, Aleea Pietroasele, cartier Micro III;45,159426;26,82007
1012;BZ;Buzău;Bloc B 14, Scara A, cartier Micro III, Strada Pietroasele B14;45,159143;26,821957
1013;BZ;Buzău;Bloc B 14, Scara B, cartier Micro III, Strada Pietroasele B14;45,159143;26,821957
1014;BZ;Buzău;Str, Chiristigii Bloc B 12, Scara A, cartier Micro III;45,159533;26,820854
1015;BZ;Buzău;Bloc B 12, Scara B, cartier Micro III, Strada Fragului;45,159533;26,820854
1016;BZ;Buzău;Bloc B 10, Scara A, cartier Micro III, Strada Pietroasele;45,159426;26,82007
1017;BZ;Buzău;Bloc B 10, Scara B, cartier Micro III, Strada Pietroasele;45,159426;26,82007
1018;BZ;Buzău;Bloc B 11, Scara A, cartier Micro III, Strada Pietroasele B11;45,159712;26,820512
1019;BZ;Buzău;Bloc B 11, Scara B, cartier Micro III, Strada Pietroasele B11;45,159712;26,820512
1020;BZ;Buzău;Bloc 11 B, Scara A, cartier Micro XIV, Aleea Școlilor 11;45,15374;26,79519
1021;BZ;Buzău;Bloc 11 B, Scara B, cartier Micro XIV, Aleea Școlilor 11;45,15329;26,79516
1022;BZ;Buzău;Bloc “Crinul Alb”, b-dul col, Ion Buzoianu;45,150791;26,813158
1023;BZ;Buzău;Bloc 22, Scara A, cartier Micro V, Strada Alexandru Marghiloman;45,146814;26,837817
1024;BZ;Buzău;Bloc 22, Scara B, cartier Micro V, Strada Alexandru Marghiloman;45,146814;26,837817
1025;BZ;Buzău;Bloc 30, Scara A, cartier Micro V, Strada Vulturului;45,14512;26,83498
1026;BZ;Buzău;Bloc 30, Scara B, cartier Micro V, Strada Vulturului;45,14518;26,83531
1027;BZ;Buzău;Bloc 10, Scara A, cartier Micro V, Strada Decebal;45,147234;26,835301
1028;BZ;Buzău;Bloc 10, Scara B, cartier Micro V, Strada Decebal;45,147234;26,835301
1029;BZ;Buzău;Bloc 10, Scara C, cartier Micro V, Strada Decebal;45,147234;26,835301
1030;BZ;Buzău;Bloc 4, Scara A, cartier Micro V, Strada Victoriei;45,147778;26,835703
1031;BZ;Buzău;Bloc 4, Scara B, cartier Micro V, Strada Victoriei;45,147778;26,835703
1032;BZ;Buzău;Bloc 4, Scara C, cartier Micro V, Strada Victoriei;45,147778;26,835703
1033;BZ;Buzău;Bloc 6, Scara A, cartier Micro V, Aleea Jupiter;45,147374;26,836346
1034;BZ;Buzău;Bloc 6, Scara B, cartier Micro V, Aleea Jupiter;45,147374;26,836346
1035;BZ;Buzău;Bloc 6, Scara C, cartier Micro V, Aleea Jupiter;45,147374;26,836346
1036;BZ;Buzău;Bloc J 1, cartier Broşteni, Aleea Crăițelor;45,150811;26,834962
1037;BZ;Buzău;Bloc D15, cartier Broşteni, Strada Broşteni;45,154698;26,832609
1038;BZ;Râmnicu Sărat;Bl,1A - Zona Gară, Str, Nicolae Bălcescu 1;45,379234;27,048703
1039;BZ;Râmnicu Sărat;Bloc Omega, Fundătura Mihai Eminescu nr, 1;45,376881;27,041565
1040;BZ;Buzău;S,C, Romcarbon S,A, Buzău, str, Transilvaniei nr, 132;45,163398;26,807384
1041;BZ;Buzău;S,C, Beta S,A, Buzău, str, Şantierului nr, 39;45,1366;26,852554
1042;BZ;Buzău;S,C, Contactoare S,A, Buzău, str, Mesteacănului nr, 10;45,156973;26,815836
1043;BZ;Buzău;S,C, Bunge România S,R,L,, Alea Industriilor nr, 5-7;45,134696;26,837889
1044;BZ;Buzău;S,C, Ductil Steel S,A Buzău, Alea Industriilor nr, 1;45,133963;26,817593
1045;BZ;Buzău;SC Ursus Breweries SA - Sucursala Buzău - Mun, Buzău, str, Transilvaniei nr, 311;45,162235;26,787593
1046;BZ;Buzău;Spitalul Judeţean de Urgenţă Buzău - Secţia Maternitate, str, Victoriei nr, 18;45,152121;26,82538
1047;BZ;Buzău;S,C, „NEPI Rockcastle” Aurora Mall Buzău S,R,L,, B-dul Unirii, nr, 232;45,16286;26,81757
1048;BZ;Buzău;S,C, Gerom S,A, Buzău, Alea Industriilor nr, 1-3;45,134081;26,824825
1049;BZ;Buzău;S,C, METAL PRES ROM S,R,L, şos, Brăilei nr, 15;45,139;26,85577
1050;BZ;Buzău;C,N, C,F,R, S,A, - S,R,C,F, Galați - Staţia CF Bz, str, 1 Decembrie 1918 nr, 1;45,143206;26,825853
1051;BZ;Buzău;Spitalul Judeţean de Urgenţă Buzău, str, Stadionului nr, 7;45,15065;26,80129
1052;BZ;Buzău;Centrul de Transfuzie Sanguină Buzău, str, Gen, Baștan nr, 2;45,15075;26,7995
1053;BZ;Buzău;S,C, OMV Petrom S,A, Field Cluster TBB Buzău, str, Unirii;45,1543;26,819336
1054;BZ;Buzău;Agenţia pentru Protecţia Mediului Buzău, str, Democrației nr, 11;45,153253;26,81653
1055;BZ;Râmnicu Sărat;S,C, Elars S,A, Rm, Sărat, str, Industriilor nr, 4;45,381731;27,059518
1056;BZ;Râmnicu Sărat;S,C, Tabacco Galaxy S,A,, str, Industriilor;45,385008;27,059518
